iter	RMSE
607	5.154625365
608	5.154606391
609	5.154291084
610	5.153770263
611	5.153625839
612	5.153544526
613	5.153175614
614	5.152731714
615	5.152335645
616	5.15203929
617	5.152035384
618	5.151638252
619	5.151175196
620	5.150805662
621	5.150294919
622	5.150041767
623	5.149949885
624	5.149701365
625	5.149183504
626	5.148869924
627	5.148637606
628	5.148362613
629	5.148159366
630	5.147876185
631	5.147585784
632	5.14747994
633	5.147153801
634	5.147054672
635	5.146873311
636	5.146539646
637	5.146330505
638	5.146309032
639	5.146304887
640	5.146294926
641	5.146043404
642	5.145922806
643	5.145855445
644	5.145648104
645	5.145257317
646	5.145018518
647	5.144789936
648	5.144755384
649	5.14431463
650	5.144132183
651	5.143782227
652	5.14348983
653	5.143211546
654	5.143070177
655	5.143014345
656	5.142628489
657	5.142080047
658	5.141640524
659	5.141390572
660	5.140917385
661	5.140677876
662	5.140439792
663	5.140260477
664	5.139858621
665	5.139732316
666	5.139294166
667	5.138922419
668	5.138894439
669	5.138498478
670	5.138497291
671	5.137607516
672	5.137597619
673	5.137328309
674	5.137265865
675	5.137208689
676	5.136856398
677	5.136801296
678	5.136688637
679	5.136083918
680	5.136058888
681	5.135681307
682	5.135518389
683	5.135112197
684	5.135109797
685	5.135091336
686	5.134817631
687	5.13457867
688	5.134272057
689	5.13413047
690	5.133723903
691	5.133569131
692	5.133538891
693	5.133408471
694	5.133178105
695	5.132946374
696	5.132671412
697	5.132593686
698	5.132217006
699	5.131871683
700	5.131404855
701	5.131007227
702	5.130955288
703	5.13068367
704	5.13036318
705	5.12980752
706	5.12962303
707	5.129589155
708	5.129437097
709	5.129429707
710	5.129084583
711	5.128824889
712	5.128763666
713	5.128387181
714	5.128194854
715	5.127805981
716	5.127447188
717	5.127305831
718	5.126984792
719	5.126511745
720	5.126510489
721	5.126391198
722	5.126204711
723	5.126127716
724	5.12579194
725	5.125789364
726	5.125574382
727	5.125388639
728	5.125342529
729	5.124846186
730	5.124584873
731	5.124266188
732	5.123897617
733	5.123729035
734	5.123502378
735	5.123167552
736	5.122849443
737	5.122833082
738	5.122578583
739	5.122512984
740	5.122217533
741	5.12221023
742	5.122201948
743	5.122140174
744	5.122023233
745	5.121653311
746	5.121329984
747	5.121057677
748	5.121055738
749	5.120663696
750	5.120482176
751	5.12011116
752	5.119940348
753	5.119442583
754	5.119419488
755	5.119050874
756	5.118809242
757	5.118412453
758	5.118374449
759	5.118305378
760	5.118274043
761	5.118225385
762	5.117898647
763	5.117809969
764	5.117473514
765	5.117357596
766	5.117292174
767	5.117150757
768	5.116825056
769	5.116483619
770	5.115823793
771	5.115672805
772	5.115364738
773	5.115325851
774	5.115049553
775	5.114976181
776	5.114719101
777	5.114453899
778	5.114394627
779	5.113972523
780	5.113811454
781	5.113601596
782	5.113462648
783	5.113096414
784	5.112946873
785	5.112882023
786	5.112671417
787	5.112458819
788	5.11245421
789	5.112324839
790	5.11211404
791	5.111852609
792	5.111652496
793	5.111625119
794	5.111406566
795	5.110923446
796	5.11047959
797	5.109900766
798	5.109517975
799	5.109251172
800	5.108759539
801	5.108542995
802	5.108290046
803	5.107847496
804	5.107606684
805	5.10756715
806	5.107378577
807	5.106948283
808	5.106943785
809	5.106885225
810	5.106484394
811	5.106115645
812	5.105352275
813	5.105134519
814	5.105102833
815	5.104850619
816	5.104773445
817	5.104523901
818	5.104215248
819	5.103720592
820	5.103447432
821	5.103427566
822	5.102981202
823	5.102729978
824	5.102518843
825	5.10228143
826	5.102095819
827	5.101951355
828	5.10189585
829	5.101756997
830	5.101379731
831	5.100866306
832	5.100765903
833	5.100675288
834	5.100487904
835	5.100265801
836	5.099780796
837	5.09944845
838	5.099034631
839	5.098755494
840	5.098612422
841	5.098446513
842	5.098180631
843	5.097700719
844	5.097613875
845	5.097390061
846	5.097353256
847	5.097126335
848	5.09710714
849	5.097050786
850	5.096816203
851	5.096622045
852	5.096549007
853	5.096075661
854	5.095978003
855	5.095813224
856	5.095637843
857	5.095402948
858	5.095365091
859	5.095080561
860	5.094703554
861	5.094264517
862	5.093784656
863	5.093778837
864	5.093553921
865	5.093351241
866	5.093246265
867	5.093175651
868	5.092966485
869	5.092759351
870	5.092672933
871	5.092490163
872	5.092036375
873	5.091988127
874	5.091972479
875	5.091571913
876	5.091372795
877	5.091127458
878	5.091038407
879	5.090933704
880	5.090353136
881	5.090171682
882	5.089768064
883	5.089714543
884	5.089633465
885	5.089294813
886	5.089214153
887	5.089198216
888	5.089078282
889	5.088797404
890	5.088550993
891	5.088326109
892	5.088317485
893	5.088317015
894	5.088212229
895	5.088111044
896	5.087891962
897	5.087542136
898	5.087323068
899	5.087008484
900	5.086500156
901	5.086450463
902	5.086110371
903	5.085699014
904	5.085501799
905	5.085254158
906	5.085062946
907	5.085044785
908	5.084615483
909	5.084496021
910	5.084228383
911	5.083792784
912	5.083503854
913	5.083213605
914	5.08298845
915	5.082896231
916	5.082574617
917	5.082355279
918	5.08230029
919	5.082140951
920	5.081891854
921	5.081790484
922	5.08127091
923	5.081220283
924	5.081006564
925	5.080719985
926	5.080636294
927	5.080303525
928	5.080063357
929	5.079911178
930	5.079830157
931	5.079425671
932	5.079414249
933	5.079293819
934	5.078946957
935	5.078899262
936	5.078889457
937	5.078595813
938	5.07830588
939	5.078107696
940	5.078044117
941	5.0777704
942	5.077594135
943	5.077575081
944	5.077396104
945	5.077190991
946	5.07698387
947	5.076736354
948	5.076721339
949	5.076376408
950	5.076287626
951	5.076249269
952	5.076245551
953	5.075951904
954	5.075938491
955	5.075854423
956	5.075432568
957	5.075389454
958	5.075346907
959	5.075317339
960	5.074915357
961	5.074647476
962	5.074552138
963	5.074268118
964	5.074236756
965	5.07405159
966	5.073781993
967	5.073603217
968	5.073523015
969	5.073273515
970	5.072983179
971	5.072551531
972	5.072341054
973	5.072221038
974	5.072218859
975	5.071931571
976	5.071822629
977	5.071804512
978	5.071683812
979	5.071586787
980	5.071317204
981	5.070903381
982	5.070903076
983	5.070603156
984	5.070577471
985	5.070501075
986	5.070199713
987	5.069875542
988	5.06950393
989	5.069287171
990	5.069217939
991	5.068858024
992	5.068542794
993	5.068340898
994	5.068337781
995	5.067972542
996	5.067735236
997	5.06763528
998	5.067184404
999	5.067143967
